filename,n_chv_concepts,n_chv_dsyn_concepts,n_chv_sosy_concepts,avg_chv_value_all,avg_chv_alue_dsyn,avg_chv_value_sosy
clueweb12-0109wb-47-12183,21,0,0,0.787,0.000,0.000
clueweb12-0703wb-04-26770,1857,54,67,0.740,0.666,0.770
clueweb12-0909wb-60-14818,7096,40,105,0.719,0.660,0.711
clueweb12-0105wb-96-03847,49,0,0,0.631,0.000,0.000
clueweb12-0411wb-50-02268,161,1,0,0.766,0.431,0.000
clueweb12-0205wb-49-14218,36,0,0,0.833,0.000,0.000
clueweb12-1004wb-76-32506,467,15,38,0.795,0.686,0.877
clueweb12-1801wb-58-12813,212,0,0,0.801,0.000,0.000
clueweb12-1200wb-23-05668,122,0,1,0.764,0.000,0.832
clueweb12-1011wb-84-04653,214,1,0,0.786,0.900,0.000
clueweb12-0917wb-23-23020,229,5,0,0.771,0.699,0.000
clueweb12-0009wb-52-15135,346,3,2,0.771,0.572,0.906
clueweb12-0200wb-61-31724,328,6,3,0.800,0.665,0.905
clueweb12-0700tw-29-15977,252,4,30,0.763,0.670,0.736
clueweb12-1806wb-08-10974,288,18,10,0.695,0.577,0.895
clueweb12-0403wb-56-16035,65,5,7,0.768,0.888,0.877
clueweb12-1100tw-98-02645,34,3,0,0.766,0.766,0.000
clueweb12-1617wb-16-18907,4750,197,228,0.751,0.611,0.632
clueweb12-1710wb-04-16083,37,0,0,0.737,0.000,0.000
clueweb12-1400tw-50-01478,0,0,0,0.000,0.000,0.000
clueweb12-1200wb-43-16400,244,11,5,0.759,0.631,0.699
clueweb12-0305wb-94-20949,722,40,8,0.771,0.600,0.702
clueweb12-0602wb-03-22833,2389,40,45,0.785,0.594,0.843
clueweb12-0201wb-09-20767,109,0,0,0.745,0.000,0.000
clueweb12-0910wb-87-21123,5980,64,150,0.780,0.710,0.787
clueweb12-0800wb-02-09005,16,1,0,0.706,0.515,0.000
clueweb12-0905wb-82-11770,1494,97,32,0.731,0.605,0.688
clueweb12-0105wb-01-06119,2785,100,60,0.715,0.618,0.773
clueweb12-0204wb-95-05521,2265,223,7,0.728,0.633,0.638
clueweb12-0612wb-17-16852,923,8,5,0.756,0.610,0.874
clueweb12-0705wb-03-20007,196,19,2,0.713,0.603,0.959
clueweb12-0003wb-39-11553,183,1,11,0.772,0.888,0.709
clueweb12-0208wb-26-30017,282,10,9,0.721,0.444,0.814
clueweb12-0205wb-98-28706,0,0,0,0.000,0.000,0.000
clueweb12-1612wb-54-07252,109,0,0,0.762,0.000,0.000
clueweb12-0106wb-36-29909,118,1,0,0.756,0.503,0.000
clueweb12-0511wb-07-09515,112,2,3,0.780,0.888,0.499
clueweb12-0303wb-98-08714,30,0,0,0.736,0.000,0.000
clueweb12-0300tw-84-13114,954,37,55,0.761,0.612,0.877
clueweb12-0005wb-40-08556,376,10,16,0.733,0.628,0.820
clueweb12-0100tw-63-09813,448,16,0,0.763,0.700,0.000
clueweb12-1711wb-56-01082,112,1,0,0.773,0.678,0.000
clueweb12-0000wb-60-02435,661,113,8,0.752,0.602,0.777
clueweb12-1815wb-25-13063,4514,215,266,0.738,0.534,0.857
clueweb12-0112wb-68-30110,66,3,3,0.824,0.687,0.955
clueweb12-1607wb-68-15444,96,6,0,0.748,0.646,0.000
clueweb12-0205wb-77-19319,31,2,6,0.838,0.827,0.887
clueweb12-1005wb-19-04613,20,0,0,0.802,0.000,0.000
clueweb12-1201wb-28-22738,372,5,1,0.795,0.624,0.955
clueweb12-0410wb-88-24422,15,1,0,0.754,0.888,0.000
clueweb12-0309wb-46-09377,1092,26,1,0.763,0.779,0.571
clueweb12-0200wb-14-07589,502,3,1,0.752,0.653,0.657
clueweb12-0411wb-78-05119,289,16,3,0.746,0.513,0.408
clueweb12-0411wb-23-04390,176,10,0,0.712,0.579,0.000
clueweb12-0111wb-19-33585,250,6,3,0.739,0.617,0.955
clueweb12-0010wb-73-36530,22,0,3,0.794,0.000,0.872
clueweb12-0406wb-25-01851,636,10,13,0.793,0.722,0.900
clueweb12-0106wb-52-31810,199,2,1,0.763,0.678,0.571
clueweb12-1813wb-74-09809,607,15,25,0.742,0.630,0.770
clueweb12-1109wb-33-11357,270,16,0,0.766,0.629,0.000
clueweb12-0108wb-99-06194,463,3,4,0.770,0.630,0.835
clueweb12-0107wb-80-02888,319,22,0,0.730,0.532,0.000
clueweb12-1408wb-43-22750,849,68,21,0.659,0.567,0.555
clueweb12-0605wb-75-04458,237,3,13,0.745,0.623,0.706
clueweb12-0305wb-48-03495,764,5,0,0.807,0.554,0.000
clueweb12-0104wb-28-12101,1012,93,6,0.731,0.622,0.732
clueweb12-1903wb-45-04860,718,3,41,0.769,0.755,0.911
clueweb12-0807wb-56-03225,702,29,76,0.769,0.731,0.799
clueweb12-0206wb-54-17954,6727,215,119,0.776,0.793,0.824
clueweb12-1913wb-88-01514,24,0,0,0.853,0.000,0.000
clueweb12-0509wb-88-32124,104,7,6,0.769,0.686,0.883
clueweb12-0105wb-17-06678,165,2,1,0.727,0.783,0.711
clueweb12-0005wb-25-14869,162,2,1,0.737,0.440,0.926
clueweb12-0104wb-88-13635,81,0,2,0.795,0.000,0.683
clueweb12-0502wb-46-15570,623,4,10,0.805,0.769,0.847
clueweb12-1909wb-86-23278,275,7,8,0.731,0.749,0.813
clueweb12-0900tw-15-05747,575,49,10,0.726,0.538,0.782
clueweb12-0000wb-97-08161,39,0,3,0.747,0.000,0.817
clueweb12-1515wb-74-28354,1448,29,45,0.725,0.630,0.777
clueweb12-0910wb-65-11435,2962,56,82,0.762,0.627,0.842
clueweb12-0109wb-58-11829,118,4,3,0.786,0.708,0.822
clueweb12-1704wb-27-31182,673,32,21,0.722,0.591,0.823
clueweb12-0915wb-10-09989,2962,56,82,0.762,0.627,0.842
clueweb12-0915wb-45-03432,617,11,20,0.785,0.651,0.817
clueweb12-0306wb-98-21482,0,0,0,0.000,0.000,0.000
clueweb12-0302wb-53-07698,1009,22,0,0.797,0.760,0.000
clueweb12-1912wb-84-01930,297,25,0,0.710,0.675,0.000
clueweb12-0401wb-99-25848,885,38,3,0.724,0.605,0.842
clueweb12-0100tw-24-17695,166,2,0,0.753,0.719,0.000
clueweb12-1509wb-79-03997,136,17,0,0.734,0.624,0.000
clueweb12-1309wb-37-09122,57,2,6,0.808,0.688,0.833
clueweb12-0602wb-36-32970,190,1,1,0.788,0.454,0.419
clueweb12-1900wb-90-03708,3304,294,134,0.732,0.600,0.784
clueweb12-1509wb-81-16111,470,48,17,0.761,0.639,0.836
clueweb12-1715wb-11-07434,67,0,3,0.687,0.000,0.652
clueweb12-0107wb-63-18920,330,21,15,0.740,0.641,0.883
clueweb12-1310wb-44-09897,145,2,0,0.723,0.888,0.000
clueweb12-0207wb-40-25006,24,0,0,0.780,0.000,0.000
clueweb12-0300wb-07-25008,689,8,12,0.760,0.575,0.791
clueweb12-0405wb-39-12525,692,24,22,0.687,0.591,0.770
clueweb12-1513wb-33-04185,0,0,0,0.000,0.000,0.000
clueweb12-0310wb-63-11708,194,5,9,0.764,0.704,0.692
clueweb12-0702wb-26-02906,86,10,6,0.752,0.540,0.952
clueweb12-1017wb-34-22166,349,9,11,0.770,0.707,0.796
clueweb12-1609wb-79-28505,25,2,0,0.731,0.341,0.000
clueweb12-0208wb-80-16131,881,86,35,0.790,0.682,0.891
clueweb12-0003wb-55-13388,2268,7,6,0.792,0.752,0.690
clueweb12-0702wb-06-29372,15524,267,272,0.749,0.568,0.814
clueweb12-1803wb-84-05404,163,2,4,0.782,0.588,0.843
clueweb12-1805wb-73-28551,163,4,0,0.719,0.888,0.000
clueweb12-0410wb-65-27863,65,0,0,0.795,0.000,0.000
clueweb12-1500tw-56-16238,2283,74,48,0.805,0.703,0.865
clueweb12-0810wb-91-08972,68,2,1,0.602,0.770,0.382
clueweb12-0107wb-54-16818,972,31,2,0.706,0.566,0.629
clueweb12-1005wb-90-01531,37,4,0,0.731,0.633,0.000
clueweb12-1300wb-49-19076,198,0,2,0.781,0.000,0.931
clueweb12-0600tw-31-06017,170,4,6,0.768,0.610,0.689
clueweb12-0000tw-19-05344,314,24,16,0.694,0.668,0.733
clueweb12-1912wb-14-02269,0,0,0,0.000,0.000,0.000
clueweb12-0105wb-68-12480,70,6,0,0.732,0.759,0.000
clueweb12-1702wb-64-18380,1126,18,11,0.772,0.733,0.824
clueweb12-1705wb-52-29408,0,0,0,0.000,0.000,0.000
clueweb12-0404wb-37-03787,3292,107,49,0.744,0.603,0.758
clueweb12-1200tw-21-21023,31,0,0,0.845,0.000,0.000
clueweb12-0510wb-26-07949,6413,142,571,0.784,0.694,0.810
clueweb12-0002wb-02-30640,1137,53,27,0.759,0.586,0.823
clueweb12-0405wb-88-18985,125,7,3,0.702,0.524,0.740
clueweb12-0700tw-55-20901,401,5,1,0.733,0.803,0.571
clueweb12-0512wb-48-16826,1007,67,56,0.711,0.612,0.802
clueweb12-0608wb-73-33494,84,3,2,0.788,0.620,0.955
clueweb12-0917wb-07-12390,338,2,17,0.764,0.531,0.863
clueweb12-0008wb-21-01203,0,0,0,0.000,0.000,0.000
clueweb12-1700tw-26-00580,15,0,0,0.810,0.000,0.000
clueweb12-0109wb-01-32963,672,8,18,0.749,0.646,0.928
clueweb12-0310wb-60-13393,19,0,0,0.784,0.000,0.000
clueweb12-0604wb-42-26823,324,22,2,0.784,0.579,0.847
clueweb12-0500wb-95-22829,40,1,0,0.751,0.888,0.000
clueweb12-0812wb-83-14752,527,12,21,0.715,0.528,0.773
clueweb12-1003wb-93-24878,180,1,0,0.824,0.549,0.000
clueweb12-1602wb-88-17586,1277,9,29,0.770,0.687,0.840
clueweb12-0305wb-63-09564,214,5,1,0.798,0.652,0.926
clueweb12-1403wb-20-08480,69,0,1,0.828,0.000,0.852
clueweb12-1102wb-40-08022,0,0,0,0.000,0.000,0.000
clueweb12-1511wb-05-12889,92,2,0,0.758,0.888,0.000
clueweb12-0510wb-31-30488,373,27,4,0.709,0.508,0.749
clueweb12-1305wb-83-13756,0,0,0,0.000,0.000,0.000
clueweb12-0009wb-90-01610,458,3,9,0.769,0.748,0.882
clueweb12-0212wb-12-13403,0,0,0,0.000,0.000,0.000
clueweb12-0012wb-68-21020,137,12,2,0.802,0.745,0.818
clueweb12-1106wb-03-13623,119,3,1,0.719,0.477,0.960
clueweb12-0111wb-29-26253,0,0,0,0.000,0.000,0.000
clueweb12-0817wb-07-15638,8568,82,29,0.765,0.693,0.784
clueweb12-0201wb-04-17793,183,12,1,0.817,0.785,0.934
clueweb12-0108wb-64-04932,2362,25,5,0.699,0.581,0.669
clueweb12-1404wb-13-18570,947,62,96,0.742,0.600,0.767
clueweb12-0207wb-38-07623,33,5,0,0.800,0.759,0.000
clueweb12-0303wb-21-02641,756,3,13,0.722,0.653,0.605
clueweb12-1910wb-15-20960,2578,196,151,0.747,0.618,0.731
clueweb12-1713wb-74-18445,149,9,34,0.732,0.713,0.676
clueweb12-1102wb-47-19724,1467,8,9,0.749,0.561,0.751
clueweb12-0916wb-56-27693,185,2,2,0.692,0.888,0.571
clueweb12-0211wb-05-16742,70,7,6,0.709,0.670,0.746
clueweb12-1203wb-10-10608,257,3,7,0.725,0.583,0.769
clueweb12-0904wb-86-01601,21,2,0,0.671,0.445,0.000
clueweb12-0009wb-65-00545,352,2,3,0.730,0.695,0.719
clueweb12-0907wb-64-01936,628,3,2,0.755,0.301,0.844
clueweb12-1003wb-22-15638,473,17,10,0.729,0.628,0.700
clueweb12-1600wb-97-32045,203,0,3,0.743,0.000,0.804
clueweb12-1616wb-48-17734,319,1,6,0.784,0.888,0.776
clueweb12-0400wb-52-28878,177,5,8,0.789,0.710,0.700
clueweb12-1200tw-14-09295,29,0,1,0.808,0.000,0.985
clueweb12-1310wb-25-01192,1228,7,4,0.797,0.746,0.861
clueweb12-1103wb-50-25489,1334,22,5,0.718,0.572,0.628
clueweb12-1805wb-29-18322,328,14,30,0.754,0.675,0.917
clueweb12-1905wb-48-12950,362,15,3,0.771,0.446,0.870
clueweb12-0713wb-23-04446,373,24,11,0.745,0.532,0.749
clueweb12-0000wb-65-25819,60,1,1,0.750,0.888,0.926
clueweb12-1011wb-40-16683,312,1,0,0.800,0.454,0.000
clueweb12-0714wb-39-06434,150,0,1,0.782,0.000,0.897
clueweb12-0404wb-45-10283,2644,27,47,0.682,0.698,0.675
clueweb12-1200tw-43-04164,219,9,10,0.799,0.490,0.891
clueweb12-1801wb-33-08130,0,0,0,0.000,0.000,0.000
clueweb12-1702wb-99-21356,1862,20,24,0.699,0.645,0.825
clueweb12-1702wb-49-13855,323,6,7,0.749,0.657,0.846
clueweb12-1601wb-19-31748,162,11,1,0.740,0.386,0.571
clueweb12-0111wb-57-31328,1609,30,17,0.753,0.692,0.699
clueweb12-1706wb-90-05353,401,27,10,0.743,0.610,0.814
clueweb12-0907wb-79-11690,0,0,0,0.000,0.000,0.000
clueweb12-0007wb-73-16750,275,14,4,0.771,0.648,0.940
clueweb12-1111wb-93-12768,0,0,0,0.000,0.000,0.000
clueweb12-0206wb-57-26796,629,22,10,0.727,0.665,0.883
clueweb12-0307wb-17-16188,425,24,38,0.757,0.713,0.713
clueweb12-0407wb-70-18017,136,0,16,0.825,0.000,0.955
clueweb12-0209wb-78-15943,107,1,0,0.749,0.888,0.000
clueweb12-1913wb-52-22670,0,0,0,0.000,0.000,0.000
clueweb12-0703wb-80-33605,119,4,1,0.763,0.500,0.711
clueweb12-1114wb-36-13311,92,0,0,0.769,0.000,0.000
clueweb12-0008wb-89-11379,434,11,3,0.752,0.692,0.643
clueweb12-0303wb-79-27170,20,0,0,0.826,0.000,0.000
clueweb12-1209wb-73-11146,0,0,0,0.000,0.000,0.000
clueweb12-0200wb-88-04313,613,24,5,0.694,0.630,0.809
clueweb12-1505wb-53-00565,82,0,1,0.802,0.000,0.955
clueweb12-0108wb-48-00615,2467,27,5,0.701,0.545,0.753
clueweb12-1316wb-03-15307,1411,47,6,0.676,0.734,0.644
clueweb12-1600wb-22-16781,500,21,4,0.709,0.607,0.736
clueweb12-0608wb-02-12979,0,0,0,0.000,0.000,0.000
clueweb12-0408wb-27-03877,0,0,0,0.000,0.000,0.000
clueweb12-0408wb-22-04736,41,1,0,0.638,0.588,0.000
clueweb12-1703wb-99-17391,286,23,4,0.720,0.681,0.730
clueweb12-1409wb-23-21452,2519,99,163,0.781,0.590,0.828
clueweb12-0600wb-37-25560,492,8,17,0.735,0.692,0.495
clueweb12-0305wb-52-26026,1001,12,1,0.751,0.888,0.926
clueweb12-0103wb-78-08302,470,7,12,0.775,0.486,0.832
clueweb12-1001wb-21-02729,47,1,0,0.695,0.586,0.000
clueweb12-0206wb-07-27797,235,2,9,0.773,0.726,0.887
clueweb12-1901wb-12-25577,193,1,3,0.752,0.550,0.646
clueweb12-0800wb-11-08665,2488,8,2,0.780,0.577,0.583
clueweb12-0902wb-68-06451,913,8,70,0.750,0.636,0.689
clueweb12-1404wb-93-26952,521,22,5,0.794,0.583,0.451
clueweb12-1909wb-33-00973,125,16,6,0.776,0.703,0.877
clueweb12-0714wb-77-08669,2360,21,41,0.733,0.541,0.825
clueweb12-0306wb-36-29170,75,2,0,0.802,0.763,0.000
clueweb12-0204wb-64-16219,155,0,4,0.799,0.000,0.881
clueweb12-1610wb-29-22296,259,5,0,0.726,0.557,0.000
clueweb12-1509wb-05-26181,574,6,16,0.723,0.649,0.851
clueweb12-1513wb-23-17687,583,1,11,0.797,0.454,0.863
clueweb12-0918wb-60-25285,1786,14,12,0.721,0.729,0.655
clueweb12-0205wb-80-10305,639,2,8,0.794,0.783,0.776
clueweb12-1908wb-55-04160,0,0,0,0.000,0.000,0.000
clueweb12-0100tw-15-18100,257,4,1,0.804,0.788,0.595
clueweb12-1308wb-33-05115,1591,15,9,0.784,0.677,0.683
clueweb12-0301tw-05-11737,137,0,1,0.701,0.000,0.571
clueweb12-0300tw-89-17189,92,0,2,0.806,0.000,0.815
clueweb12-1018wb-60-02407,489,23,40,0.778,0.572,0.806
clueweb12-1300wb-53-15601,0,0,0,0.000,0.000,0.000
clueweb12-1100wb-38-14675,0,0,0,0.000,0.000,0.000
clueweb12-0405wb-37-08197,77,0,2,0.845,0.000,0.940
clueweb12-1304wb-62-09063,1376,34,43,0.774,0.717,0.921
clueweb12-1911wb-87-08664,192,10,4,0.752,0.604,0.733
clueweb12-0101wb-00-10802,120,0,1,0.847,0.000,0.955
clueweb12-1202wb-25-24765,196,14,6,0.744,0.562,0.800
clueweb12-0001wb-94-14039,436,24,48,0.762,0.664,0.728
clueweb12-0800wb-00-09154,183,0,0,0.688,0.000,0.000
clueweb12-0008wb-02-31767,0,0,0,0.000,0.000,0.000
clueweb12-1414wb-58-28354,1383,101,16,0.728,0.640,0.577
clueweb12-1105wb-61-00106,275,0,2,0.818,0.000,0.595
clueweb12-0204wb-02-20704,131,4,0,0.723,0.713,0.000
clueweb12-1708wb-55-19842,0,0,0,0.000,0.000,0.000
clueweb12-1804wb-41-11504,138,11,1,0.734,0.602,0.595
clueweb12-0903wb-42-14639,0,0,0,0.000,0.000,0.000
clueweb12-1501wb-06-02396,186,1,0,0.797,0.690,0.000
clueweb12-0510wb-00-20366,631,31,22,0.738,0.560,0.784
clueweb12-0207wb-67-31189,92,0,13,0.797,0.000,0.748
clueweb12-0915wb-47-21931,67,1,2,0.708,0.888,0.829
clueweb12-0800wb-03-06778,263,15,6,0.770,0.618,0.642
clueweb12-1709wb-62-29940,50,1,0,0.796,0.454,0.000
clueweb12-1510wb-26-04282,95,3,0,0.795,0.682,0.000
clueweb12-0510wb-33-19079,248,1,11,0.759,0.902,0.791
clueweb12-1712wb-99-14523,1000,5,0,0.735,0.627,0.000
clueweb12-0400tw-76-17561,261,13,8,0.763,0.485,0.744
clueweb12-0404wb-77-05523,817,40,1,0.727,0.624,0.955
clueweb12-0601wb-09-24322,72,2,2,0.761,0.880,0.913
clueweb12-0011wb-52-28359,62,5,3,0.735,0.473,0.901
clueweb12-1021wb-11-32444,0,0,0,0.000,0.000,0.000
clueweb12-1804wb-16-07474,0,0,0,0.000,0.000,0.000
clueweb12-0203wb-35-23063,2909,30,144,0.753,0.708,0.698
clueweb12-0202wb-26-02604,328,1,0,0.761,0.888,0.000
clueweb12-0812wb-77-04605,332,10,5,0.785,0.675,0.827
clueweb12-0001wb-50-32113,270,20,8,0.740,0.621,0.629
clueweb12-0107wb-54-07904,290,17,4,0.719,0.579,0.630
clueweb12-0917wb-00-04871,115,2,1,0.757,0.658,0.595
clueweb12-0107wb-79-32244,0,0,0,0.000,0.000,0.000
clueweb12-0107wb-15-15163,299,14,0,0.763,0.658,0.000
clueweb12-0411wb-76-19119,327,3,9,0.765,0.587,0.826
clueweb12-0307wb-17-16160,455,43,35,0.772,0.648,0.753
clueweb12-0203wb-83-07273,1616,102,50,0.755,0.636,0.808
clueweb12-0012wb-09-27909,199,0,3,0.826,0.000,0.918
clueweb12-1913wb-24-22325,1017,42,15,0.746,0.526,0.723
clueweb12-0909wb-89-34407,0,0,0,0.000,0.000,0.000
clueweb12-1115wb-12-10412,811,8,14,0.690,0.616,0.741
clueweb12-0208wb-07-07247,5807,27,91,0.795,0.587,0.769
clueweb12-0409wb-94-00322,29,1,0,0.736,0.678,0.000
clueweb12-0405wb-35-07637,301,14,8,0.739,0.603,0.863
clueweb12-0301wb-78-25794,991,18,5,0.802,0.778,0.763
clueweb12-1118wb-79-29456,412,12,45,0.779,0.620,0.836
clueweb12-0302wb-91-13052,177,7,3,0.794,0.629,0.869
clueweb12-0206wb-12-02578,0,0,0,0.000,0.000,0.000
clueweb12-0506wb-78-02595,966,18,5,0.738,0.652,0.906
clueweb12-0000wb-94-09294,152,4,4,0.799,0.639,0.708
clueweb12-0501wb-77-29908,387,8,11,0.755,0.777,0.878
clueweb12-1104wb-74-18500,315,16,5,0.720,0.688,0.638
clueweb12-0408wb-55-04137,112,2,6,0.819,0.591,0.939
clueweb12-0909wb-62-03831,1352,117,18,0.730,0.583,0.804
clueweb12-0104wb-03-10317,1100,105,18,0.746,0.642,0.840
clueweb12-0906wb-24-08654,223,1,3,0.772,0.888,0.872
clueweb12-0609wb-71-08760,255,24,12,0.780,0.647,0.871
clueweb12-0102wb-64-03149,0,0,0,0.000,0.000,0.000
clueweb12-1400wb-19-08655,110,0,0,0.757,0.000,0.000
clueweb12-1602wb-45-30257,140,1,0,0.734,0.361,0.000
clueweb12-0818wb-53-09049,3070,163,71,0.715,0.550,0.637
clueweb12-1416wb-01-34047,736,3,5,0.776,0.514,0.939
clueweb12-1700wb-97-24514,0,0,0,0.000,0.000,0.000
clueweb12-1510wb-40-01531,196,5,6,0.712,0.690,0.559
clueweb12-1807wb-61-02586,165,3,11,0.774,0.888,0.765
clueweb12-1612wb-51-03012,0,0,0,0.000,0.000,0.000
clueweb12-1020wb-46-18869,95,0,7,0.699,0.000,0.631
clueweb12-0204wb-05-03783,807,2,47,0.786,0.672,0.838
clueweb12-0000wb-76-38404,205,10,5,0.741,0.673,0.642
clueweb12-0209wb-14-13534,324,1,11,0.791,0.888,0.803
clueweb12-0304wb-26-13776,439,34,1,0.735,0.622,0.934
clueweb12-0714wb-50-19072,485,28,2,0.676,0.592,0.926
clueweb12-1208wb-68-14196,245,4,9,0.766,0.739,0.901
clueweb12-0203wb-85-26011,233,4,1,0.720,0.888,0.799
clueweb12-0300wb-86-04272,795,34,20,0.748,0.748,0.730
clueweb12-1313wb-70-15817,14,0,0,0.661,0.000,0.000
clueweb12-0309wb-43-15404,0,0,0,0.000,0.000,0.000
clueweb12-1908wb-90-28633,0,0,0,0.000,0.000,0.000
clueweb12-1303wb-70-10989,485,8,11,0.771,0.758,0.913
clueweb12-0700wb-41-30023,510,27,11,0.726,0.567,0.716
clueweb12-0110wb-02-06911,4752,251,157,0.715,0.637,0.718
clueweb12-1207wb-51-18164,69,1,2,0.818,0.888,0.444
clueweb12-1212wb-95-09942,736,2,13,0.769,0.777,0.811
clueweb12-1714wb-94-08344,188,17,6,0.764,0.520,0.705
clueweb12-0400wb-47-05647,41,3,0,0.696,0.522,0.000
clueweb12-0309wb-14-21470,33,3,0,0.749,0.632,0.000
clueweb12-1309wb-46-02008,71,1,0,0.779,0.422,0.000
clueweb12-0004wb-72-20559,692,3,4,0.799,0.888,0.872
clueweb12-1702wb-47-12392,34,0,0,0.778,0.000,0.000
clueweb12-0110wb-52-19262,0,0,0,0.000,0.000,0.000
clueweb12-0607wb-79-17307,442,12,7,0.727,0.667,0.750
clueweb12-1003wb-71-09080,9983,295,64,0.736,0.638,0.794
clueweb12-0402wb-82-20614,22,0,0,0.768,0.000,0.000
clueweb12-1307wb-50-05426,130,2,10,0.769,0.681,0.826
clueweb12-1006wb-64-21616,129,1,0,0.758,0.454,0.000
clueweb12-1507wb-14-19478,0,0,0,0.000,0.000,0.000
clueweb12-0609wb-70-10405,904,48,51,0.748,0.665,0.894
clueweb12-0310wb-62-05688,409,27,8,0.742,0.559,0.639
clueweb12-0715wb-10-21585,198,17,0,0.718,0.591,0.000
clueweb12-0301tw-26-15400,21,0,0,0.834,0.000,0.000
clueweb12-0511wb-21-05018,356,45,12,0.724,0.596,0.860
clueweb12-0006wb-96-09696,483,25,6,0.755,0.607,0.663
clueweb12-0402wb-94-20796,638,5,3,0.710,0.624,0.802
clueweb12-0401wb-99-13689,68,13,4,0.685,0.628,0.632
clueweb12-0703wb-65-03371,2492,9,3,0.771,0.685,0.771
clueweb12-0206wb-09-29976,0,0,0,0.000,0.000,0.000
clueweb12-1010wb-13-14903,134,0,0,0.773,0.000,0.000
clueweb12-0608wb-55-06996,16,0,0,0.832,0.000,0.000
clueweb12-0901wb-74-22051,0,0,0,0.000,0.000,0.000
clueweb12-1704wb-04-00490,47,1,0,0.813,0.327,0.000
clueweb12-0004wb-02-02239,390,9,6,0.724,0.577,0.712
clueweb12-1204wb-14-15459,154,11,22,0.741,0.665,0.741
clueweb12-1401wb-25-02381,121,1,0,0.778,0.678,0.000
clueweb12-0705wb-61-02415,364,25,5,0.756,0.576,0.768
clueweb12-1406wb-28-23831,107,2,7,0.695,0.497,0.817
clueweb12-1901wb-88-14987,133,0,4,0.841,0.000,0.836
clueweb12-0913wb-11-05908,503,24,2,0.749,0.599,0.934
clueweb12-1509wb-77-04914,3696,33,22,0.786,0.814,0.774
clueweb12-0912wb-68-04676,0,0,0,0.000,0.000,0.000
clueweb12-0500wb-61-17594,257,21,27,0.719,0.596,0.527
clueweb12-1409wb-01-17126,2519,99,163,0.781,0.590,0.828
clueweb12-0302wb-44-10968,31,1,0,0.780,0.888,0.000
clueweb12-1813wb-80-32505,1157,7,22,0.807,0.454,0.753
clueweb12-0904wb-31-18076,0,0,0,0.000,0.000,0.000
clueweb12-0504wb-76-10359,38,0,0,0.819,0.000,0.000
clueweb12-0911wb-03-02724,171,0,1,0.770,0.000,0.915
clueweb12-0006wb-89-26679,0,0,0,0.000,0.000,0.000
clueweb12-1806wb-95-28940,137,3,6,0.780,0.765,0.923
clueweb12-1801wb-23-29142,5926,135,39,0.699,0.552,0.700
clueweb12-0002wb-95-03822,1761,12,7,0.793,0.638,0.855
clueweb12-1806wb-72-21387,214,16,1,0.745,0.678,0.711
clueweb12-1405wb-76-00867,86,2,2,0.719,0.620,0.775
clueweb12-0011wb-36-36669,1032,5,8,0.812,0.731,0.636
clueweb12-1007wb-83-29208,648,6,4,0.789,0.507,0.869
clueweb12-0010wb-90-07937,96,14,2,0.696,0.585,0.612
clueweb12-1309wb-31-03650,12,0,3,0.705,0.000,0.848
clueweb12-0201wb-03-17455,123,0,0,0.782,0.000,0.000
clueweb12-0106wb-91-09133,88,1,8,0.797,0.888,0.780
clueweb12-1215wb-87-05567,64,0,0,0.709,0.000,0.000
clueweb12-0005wb-65-04731,20,0,1,0.647,0.000,0.955
clueweb12-1213wb-26-18469,782,40,6,0.727,0.630,0.732
clueweb12-1020wb-42-11802,333,2,0,0.803,0.489,0.000
clueweb12-0101wb-12-05964,304,0,0,0.759,0.000,0.000
clueweb12-0208wb-90-23253,202,0,5,0.759,0.000,0.783
clueweb12-1009wb-78-26987,515,2,0,0.683,0.593,0.000
clueweb12-0208wb-75-14270,0,0,0,0.000,0.000,0.000
clueweb12-1210wb-71-25024,2686,33,96,0.776,0.588,0.878
clueweb12-0917wb-43-00152,6371,42,37,0.754,0.672,0.777
clueweb12-1106wb-96-20271,35,1,0,0.742,0.888,0.000
clueweb12-0311wb-19-25311,251,2,2,0.792,0.672,0.829
clueweb12-1009wb-44-08487,67,1,0,0.777,0.327,0.000
clueweb12-0000wb-85-17525,349,3,17,0.763,0.592,0.884
clueweb12-1905wb-38-21098,373,2,3,0.732,0.888,0.719
clueweb12-1403wb-89-15775,54,0,0,0.806,0.000,0.000
clueweb12-0201wb-82-07568,409,10,30,0.769,0.596,0.764
clueweb12-1104wb-21-17052,107,5,1,0.747,0.722,0.571
clueweb12-0712wb-11-08852,193,2,0,0.767,0.888,0.000
clueweb12-1710wb-64-16650,299,8,1,0.785,0.819,0.934
clueweb12-1414wb-37-23208,221,1,1,0.771,0.550,0.934
clueweb12-0007wb-14-30129,238,33,8,0.726,0.590,0.834
clueweb12-0005wb-05-16296,132,0,2,0.720,0.000,0.955
clueweb12-0301wb-88-09397,0,0,0,0.000,0.000,0.000
clueweb12-0606wb-12-18330,3476,44,186,0.747,0.679,0.864
clueweb12-0011wb-89-35579,1210,0,17,0.736,0.000,0.743
clueweb12-1113wb-52-20354,89,0,3,0.757,0.000,0.917
clueweb12-1903wb-56-20051,287,26,0,0.758,0.553,0.000
clueweb12-1212wb-05-06919,427,9,42,0.708,0.544,0.718
clueweb12-0408wb-18-23842,1294,37,13,0.714,0.713,0.620
